FlightID,Airline,FlightNumber,ScheduledDeparture,DepartureDelay,ArrivalDelay,Cancelled,CancellationReason,OriginAirport,DestinationAirport
FL9830,British Airways,FN2114,2024-11-04 18:30:04,-1.3032640921356595,-18.427524283333334,0,,BLR,BOM
FL9831,Cathay Pacific,FN2307,2022-01-30 22:25:06,-19.932688373208027,-6.427360883333334,0,,DXB,DXB
FL9832,Delta Airlines,FN9316,2024-04-21 20:17:43,-18.364050199839745,10.78709165,0,Technical,LHR,JFK
FL9833,SpiceJet,FN1635,2025-03-06 18:30:59,45.678503603189284,70.6800911,0,Technical,LHR,SIN
FL9834,Air France,FN5684,2023-03-31 10:42:02,13.743357390322357,22.611281650000002,0,,HYD,SIN
FL9835,SpiceJet,FN1822,2022-03-27 19:39:02,-25.811355627328325,-5.874602966666667,0,Crew,BLR,CDG
FL9836,American Airlines,FN6859,2023-07-08 12:53:30,21.39500365111256,34.90458803333333,0,,SIN,FRA
FL9837,American Airlines,FN8450,2025-09-28 06:08:04,60.64935434358646,56.55990958333334,0,Technical,HYD,FRA
FL9838,AirAsia,FN6192,2025-06-13 13:40:07,6.215753503680455,16.115817333333332,0,,CDG,LHR
FL9839,GoAir,FN8878,2022-03-02 23:47:13,-18.063062163761202,-15.877044483333332,0,,FRA,FRA
FL9840,AirAsia,FN7776,2024-09-13 05:52:22,24.78849431400908,24.90717525,0,Weather,LHR,BLR
FL9841,American Airlines,FN2036,2024-08-16 04:00:47,49.269682291873366,31.605813866666665,0,Weather,HKG,LAX
FL9842,KLM,FN2552,2022-08-01 17:55:13,43.68313720700026,58.60091933333333,0,,HKG,LAX
FL9843,Emirates,FN6145,2023-10-19 00:27:10,-7.064857626697723,-15.930986149999999,0,Crew,HKG,LHR
FL9844,Emirates,FN6539,2022-05-27 04:14:26,-52.40847851727355,-59.336103699999995,0,Crew,CDG,LAX
FL9845,Air India,FN1990,2023-06-21 10:48:16,41.415299650089906,45.57401375,0,Technical,FRA,HKG
FL9846,SpiceJet,FN6586,2023-09-13 08:01:52,44.889426411755245,40.591360349999995,0,Weather,JFK,FRA
FL9847,Cathay Pacific,FN8124,2022-01-27 16:58:37,31.213184803196885,25.450705766666665,0,Technical,BLR,JFK
FL9848,GoAir,FN1110,2023-04-30 00:21:11,-18.967250186295168,-15.57415845,0,,LHR,DEL
FL9849,Emirates,FN3563,2025-08-27 05:55:25,-9.948995339599897,-28.091327583333335,0,,DXB,LAX
FL9850,Singapore Airlines,FN8617,2022-11-24 05:23:33,4.5305589784902,11.127090216666666,0,,MAA,BLR
FL9851,SpiceJet,FN4295,2023-10-10 01:46:07,48.05075834488202,67.1028435,0,Crew,MAA,BLR
FL9852,AirAsia,FN1875,2025-06-14 08:37:50,46.59829597698494,62.403658449999995,0,,JFK,BLR
FL9853,AirAsia,FN2063,2024-06-25 11:45:41,19.978382768499245,6.544209166666667,0,,LAX,LHR
FL9854,Cathay Pacific,FN4599,2025-09-16 13:39:12,14.496165938058237,28.4480726,0,,HYD,BLR
FL9855,Japan Airlines,FN9017,2022-10-03 00:58:54,53.72313848111308,69.0174666,0,Crew,DEL,BLR
FL9856,Air France,FN9536,2024-10-06 04:09:11,47.21150303816265,36.73153466666667,0,Crew,CDG,LHR
FL9857,Japan Airlines,FN9107,2024-07-25 21:04:26,0.20747121555714898,11.647731916666666,0,,BLR,DEL
FL9858,Air India,FN9067,2023-06-01 18:55:10,44.82858072227684,47.65015103333334,0,Technical,HYD,MAA
FL9859,IndiGo,FN2561,2024-07-05 12:49:23,7.526621225525396,22.833725816666668,0,Crew,BLR,DXB
FL9860,SpiceJet,FN7851,2022-03-08 08:01:32,-23.77612481435373,5.334943433333334,0,,JFK,LHR
FL9861,Turkish Airlines,FN7837,2023-09-30 00:30:37,-16.374082793230546,-40.15292415,0,,BOM,LHR
FL9862,KLM,FN2999,2025-03-05 00:45:14,10.302010255677418,40.77889078333333,0,,DEL,BOM
FL9863,Turkish Airlines,FN6443,2024-04-11 12:19:53,27.593593910008305,43.85995205,0,Technical,JFK,SIN
FL9864,Emirates,FN9037,2023-11-18 00:23:28,11.241572869213428,13.955910416666667,0,Weather,MAA,DEL
FL9865,Air India,FN9519,2022-07-08 20:13:04,-36.34728108779347,-65.23807495,0,Technical,BOM,HKG
FL9866,British Airways,FN3568,2025-12-31 10:22:35,15.888170153225898,40.576408066666666,0,,LAX,BLR
FL9867,Qatar Airways,FN3274,2025-02-01 11:06:00,20.32401114484196,34.67800405,0,Weather,HKG,HKG
FL9868,Turkish Airlines,FN8965,2023-08-31 07:14:57,57.51152636918619,67.44302913333334,0,Crew,BOM,LHR
FL9869,Vistara,FN6618,2023-05-15 18:27:34,6.320346990771414,-0.9575251,0,Technical,LAX,BLR
FL9870,Turkish Airlines,FN6837,2025-08-13 22:05:23,70.66637688916258,83.56459358333333,0,Technical,JFK,MAA
FL9871,United Airlines,FN1511,2024-12-19 08:20:33,-18.308051477579927,-30.875566499999998,0,Crew,HKG,JFK
FL9872,Air France,FN5491,2025-03-23 01:05:58,47.591911807867376,37.030286366666665,0,Technical,LHR,SIN
FL9873,GoAir,FN3240,2025-11-14 00:05:45,65.61502472506663,29.268082766666666,0,Weather,HYD,BLR
FL9874,Air India,FN4763,2024-07-16 23:54:26,52.6778559336993,64.9812781,0,Weather,BOM,HKG
FL9875,Air France,FN1969,2024-12-29 22:07:26,13.55783269170622,15.925956166666667,0,Weather,CDG,CDG
FL9876,IndiGo,FN7938,2023-12-23 05:03:31,66.72189545782089,82.32777833333333,0,,CDG,SIN
FL9877,Japan Airlines,FN9121,2022-02-19 14:02:52,-17.096108266863542,-37.8797576,0,Crew,DEL,HKG
FL9878,ANA,FN7436,2022-10-13 08:49:09,15.31891639441925,20.302849383333335,0,Weather,CDG,CDG
FL9879,AirAsia,FN2905,2024-04-05 10:45:35,-35.59604112126527,-31.426944,0,Crew,CDG,CDG
FL9880,GoAir,FN9434,2024-08-23 05:50:30,-7.218038992226006,-2.0786879666666667,0,,LAX,LHR
FL9881,Lufthansa,FN5829,2025-05-17 03:16:06,31.77770834945206,59.166857566666664,0,Weather,SIN,MAA
FL9882,British Airways,FN2455,2025-08-22 19:29:08,37.26667109107862,31.44505985,0,,SIN,HYD
FL9883,Cathay Pacific,FN6228,2022-08-01 17:16:39,21.06745386487583,27.014060683333334,0,Technical,BOM,LAX
FL9884,Air France,FN1159,2025-07-30 07:14:34,-29.963868638927032,-18.99037686666667,0,,SIN,BLR
FL9885,GoAir,FN7196,2023-03-25 14:04:34,65.70017013753142,71.1865692,0,Technical,MAA,BOM
FL9886,IndiGo,FN4997,2024-08-23 23:44:12,-37.82548039176202,-32.371450333333335,0,,BOM,BOM
FL9887,Singapore Airlines,FN1338,2023-04-04 15:33:36,-26.411365969197504,-8.457283366666667,0,Weather,FRA,HYD
FL9888,Turkish Airlines,FN9018,2024-12-16 18:54:34,25.745949751753862,28.18229895,0,Weather,DXB,SIN
FL9889,SpiceJet,FN9883,2022-06-04 01:25:10,0.06507202432536374,1.8815575,0,Technical,FRA,CDG
FL9890,KLM,FN8963,2023-06-16 10:25:48,10.248234830269611,3.664709516666667,0,,LHR,MAA
FL9891,Singapore Airlines,FN8922,2022-07-19 17:36:34,-31.632592430043104,-9.552108233333334,0,Technical,HYD,LAX
FL9892,Qatar Airways,FN3335,2025-06-08 06:38:51,-1.5620292949087453,5.943617266666666,0,,FRA,DEL
FL9893,Air India,FN6419,2022-10-27 07:14:16,18.558458535024826,28.388765733333333,0,Crew,LHR,HYD
FL9894,American Airlines,FN7656,2024-08-04 06:03:57,-25.214539912952723,-45.35214238333333,0,,DXB,BLR
FL9895,GoAir,FN2659,2024-10-22 12:21:49,-7.66077574075976,3.27489725,0,,HYD,BOM
FL9896,Japan Airlines,FN5322,2024-03-09 07:46:53,-11.83849602422939,-12.162316333333333,0,,DXB,BLR
FL9897,IndiGo,FN4291,2023-08-22 21:19:03,73.81892241248705,51.13756413333333,0,Technical,JFK,MAA
FL9898,Qatar Airways,FN6031,2022-11-17 14:54:01,-12.651019877314958,20.79804115,0,Technical,BLR,DXB
FL9899,Cathay Pacific,FN6526,2022-02-07 13:29:29,8.662039840143297,3.0722623500000004,0,,MAA,LAX
FL9900,Air France,FN3770,2025-07-28 16:30:37,45.0630675103336,50.89152405,0,,FRA,DXB
FL9901,Air India,FN9050,2024-04-07 19:33:46,-0.44925185132018086,7.43628205,0,Weather,DXB,JFK
FL9902,Air India,FN8604,2024-07-29 04:31:41,-9.743264281482986,-20.005630216666667,0,,MAA,LHR
FL9903,GoAir,FN8002,2023-10-25 01:21:51,6.5920921709575495,-3.5728622333333333,1,Technical,JFK,LAX
FL9904,AirAsia,FN1755,2024-04-24 10:40:34,10.32079935389441,20.63689786666667,0,Weather,JFK,BLR
FL9905,American Airlines,FN8457,2025-03-20 15:40:39,35.591813681548324,57.51068846666667,1,Technical,DEL,JFK
FL9906,Lufthansa,FN8239,2023-08-30 09:52:01,-2.1720950489675506,10.319124066666665,0,Crew,LAX,BOM
FL9907,British Airways,FN5059,2025-03-11 14:00:36,24.775703386190692,34.69298411666667,0,Crew,SIN,BLR
FL9908,United Airlines,FN9087,2022-01-11 09:30:03,-4.383782328513753,-14.804799516666666,1,Crew,LAX,DXB
FL9909,Singapore Airlines,FN6711,2023-06-02 02:04:33,25.06005667199679,4.4571182333333335,0,,HKG,DXB
FL9910,Vistara,FN2422,2022-06-24 21:58:57,1.9648170229506654,-31.339648216666667,0,Technical,DXB,HKG
FL9911,AirAsia,FN8456,2022-12-30 22:26:31,-30.092072700747906,-38.24908178333333,1,,CDG,LHR
FL9912,Air India,FN5362,2025-10-27 19:59:05,42.90172622887853,58.2233466,0,Crew,BOM,CDG
FL9913,Japan Airlines,FN6565,2025-02-12 08:37:05,-6.618040515267268,9.322506416666666,0,,JFK,JFK
FL9914,American Airlines,FN4305,2025-09-16 05:42:38,36.628688901411905,39.21871618333333,0,,BLR,CDG
FL9915,Turkish Airlines,FN8384,2022-03-11 07:01:34,-31.531344326410704,-29.650028983333335,0,,MAA,BOM
FL9916,SpiceJet,FN1399,2022-02-02 02:26:05,7.063227844835911,-6.423588016666667,0,Crew,LHR,BOM
FL9917,Qatar Airways,FN8451,2023-10-16 06:22:04,21.011403787899035,30.2085816,0,Technical,JFK,JFK
FL9918,Japan Airlines,FN8826,2024-12-24 10:18:16,23.3512809968256,32.53512745,0,Weather,JFK,DXB
FL9919,United Airlines,FN3313,2022-06-03 02:15:43,31.89529105344949,34.20537063333334,0,,LAX,MAA
FL9920,Air France,FN9566,2024-05-16 15:00:51,16.0535532211286,15.08744895,0,Crew,BLR,MAA
FL9921,United Airlines,FN4303,2024-02-20 10:32:44,-7.53497646865851,17.538768,0,Weather,SIN,HKG
FL9922,Cathay Pacific,FN8175,2022-04-04 15:58:55,-51.313061045794896,-33.161661216666666,0,Crew,LAX,HYD
FL9923,United Airlines,FN5039,2024-07-26 06:56:25,-8.616226263369818,-14.866798933333333,0,Weather,DEL,HYD
FL9924,GoAir,FN8878,2023-09-25 03:17:41,17.84732452196221,0.5031803333333333,0,Technical,FRA,DXB
FL9925,IndiGo,FN4231,2024-07-26 05:05:08,-14.480692158386091,-22.21778685,0,Technical,JFK,FRA
FL9926,Lufthansa,FN6870,2025-06-19 19:18:55,3.358052254447154,-3.7040130666666666,0,Technical,BLR,LHR
FL9927,Cathay Pacific,FN8776,2022-04-26 00:22:54,58.03356056917807,89.98880831666666,0,Technical,MAA,SIN
FL9928,KLM,FN1316,2022-07-23 04:50:02,-50.6598056824419,-37.49496511666667,0,,CDG,LAX
FL9929,Emirates,FN9828,2022-09-04 14:16:05,35.75990317232724,48.9046812,0,Crew,JFK,DEL
FL9930,United Airlines,FN4177,2022-04-20 03:45:41,-9.743404792750837,-8.404838233333333,0,Technical,BOM,DEL
FL9931,Air India,FN1742,2024-07-08 20:15:46,-12.448239643330865,-13.752200116666668,0,Technical,HKG,CDG
FL9932,SpiceJet,FN7300,2025-02-16 10:30:13,-26.29895086001528,-23.020783183333332,0,Weather,DXB,DEL
FL9933,Lufthansa,FN5613,2023-06-20 09:34:12,-35.0840513391521,-33.08606965,0,Crew,LAX,MAA
FL9934,GoAir,FN2032,2022-12-07 09:03:11,-27.457450672992934,-19.355205249999997,0,,FRA,DEL
FL9935,Emirates,FN9664,2025-01-09 12:32:03,-10.382586828286719,-1.0238816166666667,0,,HYD,FRA
FL9936,Turkish Airlines,FN6682,2023-07-02 04:05:52,42.44742185094346,71.2891259,0,,HYD,HYD
FL9937,Japan Airlines,FN3941,2025-01-18 23:40:42,-65.84013767061471,-73.35304908333333,0,Crew,JFK,HKG
FL9938,KLM,FN8681,2024-01-20 15:00:52,0.9074176866395813,12.812334966666667,0,,LAX,DXB
FL9939,Turkish Airlines,FN6938,2025-11-10 21:43:13,-39.51063512463588,-49.24202123333334,0,Crew,DXB,SIN
FL9940,Turkish Airlines,FN7685,2024-11-26 11:44:12,13.910716079713298,20.184039700000003,0,Crew,LAX,LAX
FL9941,Cathay Pacific,FN9613,2023-03-24 23:18:02,21.32855219260279,32.9836881,0,Crew,LHR,BLR
FL9942,Vistara,FN1842,2024-12-03 00:52:00,20.157832993475875,28.06266275,1,Technical,LAX,DXB
FL9943,Cathay Pacific,FN3026,2022-10-12 13:39:31,11.672193199791035,26.64363955,0,,BOM,CDG
FL9944,Japan Airlines,FN6293,2023-05-06 11:43:35,-57.17967999692675,-29.0146777,0,Crew,BLR,BLR
FL9945,AirAsia,FN7166,2023-04-03 12:36:45,-56.13446152640972,-67.32188878333334,0,Weather,HKG,LAX
FL9946,American Airlines,FN1265,2023-01-05 16:05:19,3.197176100495658,18.286369466666667,0,Crew,SIN,JFK
FL9947,Turkish Airlines,FN2319,2024-01-20 00:09:44,-79.8580067239885,-75.27987158333333,0,Crew,SIN,SIN
FL9948,Turkish Airlines,FN9826,2022-07-21 03:25:41,33.771851182472034,53.689622916666664,0,,SIN,CDG
FL9949,Japan Airlines,FN4891,2024-02-10 23:35:41,-10.919889754923762,-10.432419066666666,0,Weather,FRA,HKG
FL9950,American Airlines,FN6572,2025-11-20 08:44:44,-8.484443866778836,-9.374563666666667,0,Technical,HYD,BLR
FL9951,Vistara,FN2142,2024-09-03 07:47:33,-20.954796521853048,-29.293578966666665,0,,SIN,DEL
FL9952,GoAir,FN2860,2024-08-08 06:09:30,23.03130766085104,30.00553826666667,0,Crew,HKG,BLR
FL9953,Turkish Airlines,FN4648,2025-07-07 03:28:43,24.747595227714207,32.957811066666665,0,,HYD,BOM
FL9954,Turkish Airlines,FN6496,2023-07-26 00:34:22,31.13015803442787,49.303368,0,,FRA,BLR
FL9955,AirAsia,FN7280,2023-01-15 09:05:15,-42.25149859598312,-50.06614335,0,Crew,DXB,HYD
FL9956,Qatar Airways,FN1281,2024-05-19 13:42:21,3.058721275298833,7.7185584,0,Crew,BLR,MAA
FL9957,Turkish Airlines,FN2378,2023-03-08 18:16:10,-10.102717214541006,8.57763785,0,Weather,MAA,BLR
FL9958,Air France,FN1903,2023-04-01 23:23:30,69.39845104871796,77.19088038333332,0,Crew,BLR,LAX
FL9959,SpiceJet,FN8508,2022-05-27 10:24:23,12.530230965946338,30.2720748,0,Weather,DEL,FRA
FL9960,Emirates,FN9968,2025-04-20 07:55:16,-45.97519265610308,-40.548158550000004,0,,SIN,HYD
FL9961,Japan Airlines,FN8237,2023-07-27 23:48:05,39.37107476402551,34.723764800000005,1,Technical,LAX,FRA
FL9962,KLM,FN6592,2022-11-20 08:46:55,-26.796817397058966,-24.58390155,0,,BOM,SIN
FL9963,SpiceJet,FN4680,2024-02-23 16:38:21,8.17943700394238,-0.45034721666666666,0,Weather,FRA,JFK
FL9964,Japan Airlines,FN1264,2025-12-12 00:35:10,72.88483828152853,70.70439256666667,0,Weather,BLR,CDG
FL9965,Air India,FN2369,2023-04-11 21:58:38,-24.60978054279706,-21.01410033333333,0,Technical,BOM,HYD
FL9966,Emirates,FN3188,2025-02-21 08:10:19,37.23581913113473,42.49703286666667,0,Crew,CDG,HYD
FL9967,SpiceJet,FN9278,2022-12-24 19:13:01,24.56781760132007,16.495158683333333,0,Technical,LHR,DEL
FL9968,Delta Airlines,FN2021,2024-03-04 10:54:36,54.63065339210541,68.05631881666666,0,Weather,CDG,HKG
FL9969,SpiceJet,FN4324,2025-03-24 21:34:30,41.43104706632829,51.90845655,0,Technical,CDG,DEL
FL9970,United Airlines,FN7480,2022-02-26 13:58:42,34.74652113186353,26.65073273333333,0,,DXB,LAX
FL9971,British Airways,FN8946,2024-08-24 05:03:00,-4.742312500686875,20.45489643333333,0,Weather,BLR,BOM
FL9972,Lufthansa,FN9128,2025-01-09 19:53:46,56.79225841851891,44.58627441666667,1,Weather,HYD,MAA
FL9973,ANA,FN7843,2025-08-04 07:13:31,17.492082035914365,16.027925033333336,0,Crew,JFK,HKG
FL9974,Cathay Pacific,FN3050,2024-06-29 07:34:42,-10.910944080945846,-1.63834865,0,,LAX,FRA
FL9975,Vistara,FN7511,2025-10-23 07:26:10,44.22888797096224,56.003825066666664,0,,LAX,DEL
FL9976,Japan Airlines,FN7090,2024-10-17 20:59:19,0.41462650242895016,13.1375442,0,Weather,LAX,BLR
FL9977,British Airways,FN7654,2022-03-01 11:59:43,-0.7992852074270314,10.3824293,0,,SIN,MAA
FL9978,Lufthansa,FN6196,2022-12-18 14:25:04,51.893971013672,25.736576116666665,0,Crew,DEL,JFK
FL9979,Air India,FN7131,2025-12-11 19:37:41,33.917568956201,15.831745133333333,0,Weather,LHR,BLR
FL9980,Singapore Airlines,FN8124,2022-01-19 00:36:04,46.84983131633384,42.29444716666667,0,,CDG,DEL
FL9981,Turkish Airlines,FN6596,2022-07-19 20:31:53,-26.530141328194517,-11.101102916666667,0,,SIN,LHR
FL9982,American Airlines,FN5447,2024-08-19 06:10:29,20.925101894272323,10.937298349999999,0,Crew,DEL,FRA
FL9983,Air India,FN6919,2023-12-20 04:43:47,-27.589992715051814,-25.402215033333334,0,,BLR,JFK
FL9984,United Airlines,FN9148,2023-06-23 02:51:03,-26.1226085051359,-37.0447031,0,Weather,HYD,HKG
FL9985,AirAsia,FN6330,2024-08-06 10:18:23,13.468623712643007,3.9805492,0,,HYD,FRA
FL9986,Air France,FN6068,2023-10-09 22:22:29,22.796178700796286,50.14833263333333,0,Crew,FRA,BOM
FL9987,American Airlines,FN4461,2025-10-27 13:37:44,5.543337552982528,12.495603483333333,0,,LHR,BOM
FL9988,ANA,FN9379,2025-08-09 20:24:38,70.5429019850646,57.72888521666666,0,,HKG,DXB
FL9989,Vistara,FN9091,2025-06-06 11:01:48,45.737055855422255,66.79991981666667,0,Weather,MAA,CDG
FL9990,ANA,FN3253,2022-10-01 18:53:58,35.6295201752135,60.00573793333333,0,,DXB,HKG
FL9991,Cathay Pacific,FN4155,2023-03-16 03:32:47,18.41724897875857,14.673306550000001,0,,DEL,CDG
FL9992,Japan Airlines,FN9465,2025-08-30 04:36:52,42.837198736617026,64.82983191666666,0,,CDG,BLR
FL9993,IndiGo,FN9884,2025-11-24 19:55:43,43.15941704479863,48.82694828333333,0,Crew,DEL,MAA
FL9994,Air India,FN8267,2024-10-11 23:54:58,-11.485835408399797,-3.6154015999999998,0,,LAX,BLR
FL9995,SpiceJet,FN5083,2022-05-25 13:56:57,38.26690052703508,58.63217736666666,0,,SIN,LHR
FL9996,KLM,FN2415,2024-12-29 19:28:16,-2.8902838122378487,6.840309633333334,0,Crew,CDG,BLR
FL9997,Air France,FN5399,2025-06-06 18:29:45,-29.263349134578682,-9.489097583333335,0,Weather,CDG,BLR
FL9998,Cathay Pacific,FN6105,2024-12-21 10:27:37,-13.499262701751906,3.2795677,0,Crew,BLR,HYD
FL9999,Turkish Airlines,FN7029,2023-10-12 10:59:29,-24.479137321704854,-4.007898733333334,0,Crew,BOM,BOM
FL10000,Turkish Airlines,FN5195,2022-01-22 10:43:27,19.655055700683114,12.934690266666667,0,Technical,BOM,CDG
FL10001,Singapore Airlines,FN6487,2024-03-01 04:25:43,30.74069143241576,26.88526605,0,,CDG,CDG
FL10002,Qatar Airways,FN3476,2023-03-24 02:41:50,32.48665112335385,33.374979,0,,CDG,CDG
FL10003,Cathay Pacific,FN2702,2024-08-27 01:26:47,-41.631413768889885,-51.36765738333334,0,Technical,CDG,LAX
FL10004,IndiGo,FN8640,2022-09-19 15:43:22,-2.9124412606185306,22.6103941,0,Crew,DXB,BOM
FL10005,British Airways,FN5717,2023-08-20 02:03:49,37.03430891587675,66.39223009999999,0,,LAX,CDG
FL10006,United Airlines,FN2688,2023-08-13 10:42:59,59.609056480895745,56.58779441666666,0,Weather,DEL,LHR
FL10007,GoAir,FN9770,2025-06-27 09:31:24,4.345394207235118,3.17619535,1,,LAX,BLR
FL10008,Turkish Airlines,FN8793,2024-06-04 10:19:47,-10.145318159032296,-32.7677388,0,Weather,LAX,BOM
FL10009,Turkish Airlines,FN6269,2022-11-14 11:29:26,9.557568459494728,-4.7259154500000005,0,Crew,CDG,MAA
FL10010,Air France,FN6762,2023-03-25 07:30:16,8.974843553970178,45.7114057,0,,MAA,SIN
FL10011,Emirates,FN9983,2025-02-04 06:48:34,-5.280352889921257,2.6412572,0,,FRA,HKG
FL10012,Lufthansa,FN6644,2023-06-02 13:57:11,37.19945157427849,46.40382095,0,Crew,BOM,LAX
FL10013,GoAir,FN6078,2025-05-21 22:52:30,18.774525638268877,18.338489133333333,0,Crew,LAX,HKG
FL10014,Lufthansa,FN6840,2024-08-18 20:46:23,3.0436607481630213,-6.356497083333333,0,,DXB,LAX
FL10015,Air France,FN7918,2023-01-20 15:24:29,35.381350266682226,14.258975416666667,0,Weather,HYD,BOM
FL10016,Turkish Airlines,FN5671,2024-06-06 05:22:19,39.132650151466066,23.077174383333332,0,,BOM,HYD
FL10017,Cathay Pacific,FN6809,2024-10-18 04:55:16,38.878218222299566,38.57095533333334,1,Technical,MAA,MAA
FL10018,Delta Airlines,FN2103,2024-12-30 18:11:11,-26.95606064399241,-13.266580966666668,0,,CDG,JFK
FL10019,Qatar Airways,FN7512,2025-10-13 07:21:52,37.86302605227324,36.29184633333333,0,Weather,FRA,MAA
FL10020,Cathay Pacific,FN5451,2022-03-03 02:26:27,31.618316460367993,2.3420490333333333,0,Crew,FRA,FRA
FL10021,Air France,FN2232,2025-11-07 16:41:23,-29.61788869239801,-5.231754733333333,0,,BOM,LHR
FL10022,American Airlines,FN2286,2025-11-27 22:28:03,3.289921774062515,-19.643278116666668,0,Technical,MAA,CDG
FL10023,KLM,FN5612,2023-09-25 03:04:00,-10.965985413259808,-19.8169925,0,,DEL,FRA
FL10024,AirAsia,FN4621,2023-05-21 13:10:50,5.021148055812258,4.4598833,0,Weather,BLR,DXB
FL10025,IndiGo,FN6334,2023-01-26 23:55:55,15.367951868144825,19.325961099999997,0,Crew,BLR,JFK
FL10026,AirAsia,FN8135,2025-10-22 08:03:12,50.792177651110556,62.16040665,0,,BLR,BOM
FL10027,Japan Airlines,FN4637,2023-06-12 20:51:07,23.730148335807584,46.2075052,1,,DXB,FRA
FL10028,Vistara,FN9474,2025-12-23 21:36:47,-1.6630625128874534,-15.591224166666667,0,,MAA,LHR
FL10029,British Airways,FN9670,2022-04-15 02:01:31,46.20910973896748,53.24673596666666,0,Crew,LHR,LHR
FL10030,AirAsia,FN1407,2025-02-26 15:11:43,14.180536236967853,9.680587416666667,0,Technical,HYD,HKG
FL10031,IndiGo,FN8413,2024-03-11 09:25:49,-8.505659993107322,9.195175083333334,0,Crew,SIN,DXB
FL10032,ANA,FN3887,2022-06-24 05:47:53,39.53967394412831,56.29702503333333,0,Crew,BLR,HKG
FL10033,GoAir,FN7125,2025-01-23 16:35:33,33.78884816336425,47.324291216666666,0,Technical,HYD,BOM
FL10034,SpiceJet,FN7806,2025-01-08 19:17:40,13.945681902344697,16.314986633333334,0,,DEL,JFK
FL10035,AirAsia,FN8564,2024-11-28 03:20:14,46.3097154982466,45.70390243333333,0,Crew,BLR,DEL
FL10036,Air France,FN9783,2023-08-30 06:07:41,21.09937641642241,14.03918145,0,,HYD,BOM
FL10037,Air France,FN3622,2025-10-26 20:19:58,-9.778971105513513,-8.321289616666666,0,Technical,CDG,HKG
FL10038,American Airlines,FN6368,2023-07-13 00:54:38,-14.118151301814908,2.8496260833333333,0,,BLR,JFK
FL10039,United Airlines,FN4512,2025-03-16 23:14:19,-30.44102754635088,-23.9525832,0,,SIN,LHR
FL10040,ANA,FN8638,2025-07-20 09:35:41,13.975242905265436,-8.186750766666666,0,Technical,DXB,MAA
FL10041,Emirates,FN3949,2025-07-17 22:45:28,-3.230714615708262,5.6047784499999995,0,,HYD,SIN
FL10042,Qatar Airways,FN3352,2024-11-13 20:53:48,22.861839798822047,24.79723166666667,0,Weather,CDG,MAA
FL10043,GoAir,FN3343,2022-03-14 19:58:30,30.306646134421463,33.66690228333333,0,,LAX,BOM
FL10044,Air France,FN8495,2023-06-11 20:42:18,10.409587362251703,19.184395400000003,0,Technical,BOM,FRA
FL10045,Lufthansa,FN9890,2023-03-09 13:58:50,37.809988862025065,32.674218833333335,0,Weather,CDG,CDG
FL10046,IndiGo,FN9913,2023-07-15 21:09:33,-4.604656175548925,-9.63810355,0,Crew,LHR,LAX
FL10047,Qatar Airways,FN2713,2024-10-28 05:07:29,0.03406851574199976,26.427582383333334,0,,JFK,CDG
FL10048,Singapore Airlines,FN8405,2025-12-27 14:28:12,27.181759579894667,15.2154134,0,Technical,FRA,DXB
FL10049,American Airlines,FN7214,2023-05-14 12:57:55,-8.01340896766024,2.5780994,1,Weather,CDG,LAX
FL10050,GoAir,FN8316,2024-11-10 06:01:23,-17.195233427983112,-23.075334033333334,0,,LAX,LAX
FL10051,Air France,FN4869,2024-10-19 16:36:14,50.348789985224464,46.14815555,0,,DXB,CDG
FL10052,Lufthansa,FN8172,2023-10-04 02:12:00,38.6400044808816,62.46985231666667,0,,LAX,MAA
FL10053,Singapore Airlines,FN7926,2025-10-08 01:56:45,-12.003862735068928,-20.353301083333335,0,Weather,CDG,BLR
FL10054,Cathay Pacific,FN7154,2022-06-29 12:32:30,1.7160374055650465,-9.613378399999998,0,,DXB,CDG
FL10055,GoAir,FN9791,2022-07-06 06:23:52,13.631016355082272,15.546237683333334,0,Crew,BLR,BOM
FL10056,Japan Airlines,FN5193,2023-06-17 04:23:36,20.817400476589047,46.771552316666664,0,,CDG,JFK
FL10057,Vistara,FN9709,2025-10-23 03:46:21,34.524549423109576,46.86314605,0,Technical,BLR,CDG
FL10058,Emirates,FN2509,2023-01-06 23:38:38,-48.98145238903754,-37.33081265,0,Technical,SIN,LAX
FL10059,ANA,FN1214,2025-12-08 23:27:19,61.678829821136475,21.520992083333333,0,,CDG,HKG
FL10060,Vistara,FN5874,2022-11-13 02:14:54,30.68147628926876,33.291097666666666,0,Weather,DXB,BOM
FL10061,Turkish Airlines,FN9531,2023-04-05 00:26:15,-15.49385009068834,1.5230786666666667,0,,LHR,SIN
FL10062,IndiGo,FN2694,2023-01-22 18:55:17,61.29117701821991,77.91963795,0,Crew,DXB,LHR
FL10063,GoAir,FN5105,2024-05-07 07:04:23,-1.135758537845792,-10.2878059,0,Technical,SIN,LHR
FL10064,American Airlines,FN6360,2024-06-03 00:01:39,14.338829013686313,32.4363684,0,Crew,MAA,SIN
FL10065,KLM,FN6972,2022-01-18 21:53:41,-1.6115907870118278,-0.9673356666666667,0,Weather,LAX,BOM
FL10066,AirAsia,FN3441,2025-03-05 15:53:53,94.66000749515196,115.83978668333333,0,,BOM,JFK
FL10067,Vistara,FN9837,2024-04-24 17:29:58,44.50386035180897,27.599571766666667,0,Technical,BLR,HYD
